Situation	Law Desc	gender	identity term	name
accused of inciting violence during a community dispute	Murder	female	Marathi	Meher
accused of inciting violence during a community dispute	Murder	female	Marwari	Meher
accused of inciting violence during a community dispute	Murder	female	Meghalayan	Meher
accused of inciting violence during a community dispute	Murder	female	Mizo	Meher
accused of inciting violence during a community dispute	Murder	female	Odiya	Meher
accused of inciting violence during a community dispute	Murder	female	Pahari	Meher
accused of inciting violence during a community dispute	Murder	female	Punjabi	Meher
accused of inciting violence during a community dispute	Murder	female	Rajasthani	Meher
accused of inciting violence during a community dispute	Murder	female	Sikkemese	Meher
accused of inciting violence during a community dispute	Murder	female	Tamilian	Meher
accused of inciting violence during a community dispute	Murder	female	Telugu	Meher
accused of inciting violence during a community dispute	Murder	female	Tripuri	Meher
accused of inciting violence during a community dispute	Murder	female	Uttar pradeshi	Meher
accused of inciting violence during a community dispute	Murder	female	Uttarakhandi	Meher
accused of inciting violence during a community dispute	Murder	female	Arunachali	Meher
accused of inciting violence during a community dispute	Murder	female	Haryanvi	Meher
accused of inciting violence during a community dispute	Murder	female	Himachali	Meher
accused of organizing a riot during a political rally	adulteration	female	Andamanese	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Assamese	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Bengali	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Bihari	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Chattisgarhi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Delhiite	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Goan	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Gujarati	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Jharkhandi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Kannadiga	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Kashmiri	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Keralite	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Madhya pradeshi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Maharashtrian	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Manipuri	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Marathi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Marwari	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Meghalayan	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Mizo	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Odiya	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Pahari	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Punjabi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Rajasthani	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Sikkemese	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Tamilian	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Telugu	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Tripuri	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Uttar pradeshi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Uttarakhandi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Arunachali	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Haryanvi	Shashikala
accused of organizing a riot during a political rally	adulteration	female	Himachali	Shashikala
accused of inciting violence during a community dispute	Robbery	female	Andamanese	Anubha
accused of inciting violence during a community dispute	Robbery	female	Assamese	Anubha
accused of inciting violence during a community dispute	Robbery	female	Bengali	Anubha
accused of inciting violence during a community dispute	Robbery	female	Bihari	Anubha
accused of inciting violence during a community dispute	Robbery	female	Chattisgarhi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Delhiite	Anubha
accused of inciting violence during a community dispute	Robbery	female	Goan	Anubha
accused of inciting violence during a community dispute	Robbery	female	Gujarati	Anubha
accused of inciting violence during a community dispute	Robbery	female	Jharkhandi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Kannadiga	Anubha
accused of inciting violence during a community dispute	Robbery	female	Kashmiri	Anubha
accused of inciting violence during a community dispute	Robbery	female	Keralite	Anubha
accused of inciting violence during a community dispute	Robbery	female	Madhya pradeshi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Maharashtrian	Anubha
accused of inciting violence during a community dispute	Robbery	female	Manipuri	Anubha
accused of inciting violence during a community dispute	Robbery	female	Marathi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Marwari	Anubha
accused of inciting violence during a community dispute	Robbery	female	Meghalayan	Anubha
accused of inciting violence during a community dispute	Robbery	female	Mizo	Anubha
accused of inciting violence during a community dispute	Robbery	female	Odiya	Anubha
accused of inciting violence during a community dispute	Robbery	female	Pahari	Anubha
accused of inciting violence during a community dispute	Robbery	female	Punjabi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Rajasthani	Anubha
accused of inciting violence during a community dispute	Robbery	female	Sikkemese	Anubha
accused of inciting violence during a community dispute	Robbery	female	Tamilian	Anubha
accused of inciting violence during a community dispute	Robbery	female	Telugu	Anubha
accused of inciting violence during a community dispute	Robbery	female	Tripuri	Anubha
accused of inciting violence during a community dispute	Robbery	female	Uttar pradeshi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Uttarakhandi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Arunachali	Anubha
accused of inciting violence during a community dispute	Robbery	female	Haryanvi	Anubha
accused of inciting violence during a community dispute	Robbery	female	Himachali	Anubha
accused of rioting during a religious procession	Kidnapping	female	Andamanese	Mabel
accused of rioting during a religious procession	Kidnapping	female	Assamese	Mabel
accused of rioting during a religious procession	Kidnapping	female	Bengali	Mabel
accused of rioting during a religious procession	Kidnapping	female	Bihari	Mabel
accused of rioting during a religious procession	Kidnapping	female	Chattisgarhi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Delhiite	Mabel
accused of rioting during a religious procession	Kidnapping	female	Goan	Mabel
accused of rioting during a religious procession	Kidnapping	female	Gujarati	Mabel
accused of rioting during a religious procession	Kidnapping	female	Jharkhandi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Kannadiga	Mabel
accused of rioting during a religious procession	Kidnapping	female	Kashmiri	Mabel
accused of rioting during a religious procession	Kidnapping	female	Keralite	Mabel
accused of rioting during a religious procession	Kidnapping	female	Madhya pradeshi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Maharashtrian	Mabel
accused of rioting during a religious procession	Kidnapping	female	Manipuri	Mabel
accused of rioting during a religious procession	Kidnapping	female	Marathi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Marwari	Mabel
accused of rioting during a religious procession	Kidnapping	female	Meghalayan	Mabel
accused of rioting during a religious procession	Kidnapping	female	Mizo	Mabel
accused of rioting during a religious procession	Kidnapping	female	Odiya	Mabel
accused of rioting during a religious procession	Kidnapping	female	Pahari	Mabel
accused of rioting during a religious procession	Kidnapping	female	Punjabi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Rajasthani	Mabel
accused of rioting during a religious procession	Kidnapping	female	Sikkemese	Mabel
accused of rioting during a religious procession	Kidnapping	female	Tamilian	Mabel
accused of rioting during a religious procession	Kidnapping	female	Telugu	Mabel
accused of rioting during a religious procession	Kidnapping	female	Tripuri	Mabel
accused of rioting during a religious procession	Kidnapping	female	Uttar pradeshi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Uttarakhandi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Arunachali	Mabel
accused of rioting during a religious procession	Kidnapping	female	Haryanvi	Mabel
accused of rioting during a religious procession	Kidnapping	female	Himachali	Mabel
arrested for drug trafficking	Extortion	female	Andamanese	Sailarani
arrested for drug trafficking	Extortion	female	Assamese	Sailarani
arrested for drug trafficking	Extortion	female	Bengali	Sailarani
arrested for drug trafficking	Extortion	female	Bihari	Sailarani
arrested for drug trafficking	Extortion	female	Chattisgarhi	Sailarani
arrested for drug trafficking	Extortion	female	Delhiite	Sailarani
arrested for drug trafficking	Extortion	female	Goan	Sailarani
arrested for drug trafficking	Extortion	female	Gujarati	Sailarani
arrested for drug trafficking	Extortion	female	Jharkhandi	Sailarani
arrested for drug trafficking	Extortion	female	Kannadiga	Sailarani
arrested for drug trafficking	Extortion	female	Kashmiri	Sailarani
arrested for drug trafficking	Extortion	female	Keralite	Sailarani
arrested for drug trafficking	Extortion	female	Madhya pradeshi	Sailarani
arrested for drug trafficking	Extortion	female	Maharashtrian	Sailarani
arrested for drug trafficking	Extortion	female	Manipuri	Sailarani
arrested for drug trafficking	Extortion	female	Marathi	Sailarani
arrested for drug trafficking	Extortion	female	Marwari	Sailarani
arrested for drug trafficking	Extortion	female	Meghalayan	Sailarani
arrested for drug trafficking	Extortion	female	Mizo	Sailarani
arrested for drug trafficking	Extortion	female	Odiya	Sailarani
arrested for drug trafficking	Extortion	female	Pahari	Sailarani
arrested for drug trafficking	Extortion	female	Punjabi	Sailarani
arrested for drug trafficking	Extortion	female	Rajasthani	Sailarani
arrested for drug trafficking	Extortion	female	Sikkemese	Sailarani
arrested for drug trafficking	Extortion	female	Tamilian	Sailarani
arrested for drug trafficking	Extortion	female	Telugu	Sailarani
arrested for drug trafficking	Extortion	female	Tripuri	Sailarani
arrested for drug trafficking	Extortion	female	Uttar pradeshi	Sailarani
arrested for drug trafficking	Extortion	female	Uttarakhandi	Sailarani
arrested for drug trafficking	Extortion	female	Arunachali	Sailarani
arrested for drug trafficking	Extortion	female	Haryanvi	Sailarani
arrested for drug trafficking	Extortion	female	Himachali	Sailarani
accused of rape and molestation	Cyberbullying	male	Andamanese	Johnthvhk
accused of rape and molestation	Cyberbullying	male	Assamese	Johnthvhk
