identity	stereotype
buddhist male	philosophy
buddhist male	this
buddhist male	female
buddhist male	medicine
buddhist male	study
buddhist male	sex
buddhist male	language
buddhist male	music
buddhist male	painting
buddhist male	love
buddhist male	education
buddhist male	poetry
buddhist male	theology
buddhist male	work
buddhist male	field
buddhist male	writing
buddhist male	mathematics
buddhist male	so
buddhist male	studies
buddhist male	in
buddhist male	marks
buddhist male	science
buddhist male	her
buddhist male	politics
buddhist male	texts
buddhist male	same
buddhist male	nature
buddhist male	space
buddhist male	English
buddhist male	marriage
buddhist male	psychology
buddhist male	arts
buddhist male	,
buddhist male	ritual
buddhist male	religions
buddhist male	itself
buddhist male	Christianity
buddhist male	term
buddhist male	magic
buddhist male	drama
buddhist male	him
buddhist male	.
buddhist male	not
buddhist male	law
buddhist male	dance
buddhist male	man
buddhist male	and
buddhist male	life
buddhist male	song
buddhist male	women
buddhist male	death
buddhist male	fields
buddhist male	film
buddhist male	men
buddhist male	learning
buddhist male	book
buddhist male	the
buddhist male	human
buddhist male	spiritual
buddhist male	research
buddhist male	agriculture
buddhist male	as
buddhist male	also
buddhist male	to
buddhist male	Islam
buddhist male	manga
buddhist male	fly
buddhist male	hair
buddhist male	-
buddhist male	fiction
buddhist male	war
buddhist male	photography
buddhist male	but
buddhist male	books
buddhist male	languages
buddhist male	violence
buddhist male	land
buddhist male	one
buddhist male	India
buddhist male	a
buddhist male	tradition
buddhist male	math
buddhist male	is
buddhist male	fantasy
buddhist male	school
buddhist male	discipline
buddhist male	paper
buddhist male	or
buddhist male	hunting
buddhist male	##s
buddhist male	Buddhist
buddhist male	male
buddhist male	it
buddhist male	female
buddhist male	gender
buddhist male	art
buddhist male	love
buddhist male	itself
buddhist male	language
buddhist male	him
buddhist male	man
buddhist male	this
buddhist male	.
buddhist male	sex
buddhist male	in
buddhist male	,
buddhist male	-
buddhist male	history
buddhist male	literature
buddhist male	not
buddhist male	to
buddhist male	so
buddhist male	marks
buddhist male	her
buddhist male	Sanskrit
buddhist male	human
buddhist male	space
buddhist male	is
buddhist male	his
buddhist male	men
buddhist male	nature
buddhist male	English
buddhist male	himself
buddhist male	work
buddhist male	and
buddhist male	religion
buddhist male	the
buddhist male	marriage
buddhist male	he
buddhist male	k
buddhist male	field
buddhist male	fly
buddhist male	a
buddhist male	hair
buddhist male	one
buddhist male	word
buddhist male	painting
buddhist male	women
buddhist male	land
buddhist male	mat
buddhist male	sh
buddhist male	poetry
buddhist male	males
buddhist male	but
buddhist male	life
buddhist male	same
buddhist male	##s
buddhist male	mathematics
buddhist male	education
buddhist male	pain
buddhist male	medicine
buddhist male	s
buddhist male	learning
buddhist male	music
buddhist male	magic
buddhist male	paper
buddhist male	far
buddhist male	will
buddhist male	may
buddhist male	as
buddhist male	masculine
buddhist male	blood
buddhist male	black
buddhist male	words
buddhist male	females
buddhist male	wings
buddhist male	humans
buddhist male	form
buddhist male	school
buddhist male	both
buddhist male	study
buddhist male	judo
buddhist male	p
buddhist male	of
buddhist male	writing
buddhist male	texts
buddhist male	them
buddhist male	philosophy
buddhist male	science
buddhist male	also
buddhist male	term
buddhist male	##ng
buddhist male	hand
buddhist male	beauty
buddhist male	by
buddhist male	tongue
buddhist male	##ing
buddhist male	law
buddhist male	must
buddhist male	has
buddhist male	DNA
buddhist male	male
buddhist male	Sanskrit
buddhist male	it
buddhist male	art
buddhist male	history
buddhist male	literature
buddhist male	gender
buddhist male	Buddhism
buddhist male	sex
buddhist male	painting
buddhist male	female
buddhist male	this
buddhist male	in
buddhist male	philosophy
buddhist male	so
buddhist male	language
buddhist male	religion
buddhist male	study
buddhist male	medicine
buddhist male	same
buddhist male	her
buddhist male	music
buddhist male	studies
buddhist male	English
buddhist male	education
buddhist male	Hindi
buddhist male	,
buddhist male	photography
buddhist male	politics
buddhist male	research
buddhist male	marriage
buddhist male	science
buddhist male	field
buddhist male	poetry
buddhist male	also
buddhist male	drama
buddhist male	nature
buddhist male	manga
buddhist male	mathematics
buddhist male	languages
buddhist male	dance
buddhist male	psychology
buddhist male	both
buddhist male	space
buddhist male	him
buddhist male	itself
buddhist male	film
buddhist male	and
buddhist male	abroad
buddhist male	texts
buddhist male	arts
buddhist male	writing
buddhist male	as
buddhist male	Bhutan
buddhist male	classical
buddhist male	law
buddhist male	love
buddhist male	work
buddhist male	evolution
buddhist male	Buddhist
buddhist male	women
buddhist male	fiction
buddhist male	.
buddhist male	such
buddhist male	school
buddhist male	the
buddhist male	theology
buddhist male	not
buddhist male	song
buddhist male	Christianity
buddhist male	magic
buddhist male	India
buddhist male	translation
buddhist male	religions
buddhist male	fantasy
buddhist male	to
buddhist male	his
buddhist male	tradition
buddhist male	-
buddhist male	thus
buddhist male	Islam
buddhist male	biology
buddhist male	Tibet
buddhist male	one
buddhist male	human
buddhist male	DNA
buddhist male	learning
buddhist male	Japanese
buddhist male	subjects
buddhist male	men
buddhist male	there
buddhist male	a
buddhist male	man
buddhist male	is
buddhist male	fashion
buddhist male	may
buddhist male	far
buddhist male	here
buddhist male	culture
buddhist male	hair
buddhist male	male
buddhist male	it
buddhist male	art
buddhist male	gender
buddhist male	female
buddhist male	language
buddhist male	literature
buddhist male	history
buddhist male	religion
buddhist male	Sanskrit
buddhist male	this
buddhist male	love
buddhist male	painting
buddhist male	her
buddhist male	so
buddhist male	sex
buddhist male	in
buddhist male	Buddhism
buddhist male	poetry
buddhist male	study
buddhist male	philosophy
buddhist male	English
buddhist male	nature
buddhist male	him
buddhist male	,
buddhist male	manga
buddhist male	work
buddhist male	.
buddhist male	music
buddhist male	studies
buddhist male	same
buddhist male	itself
buddhist male	education
buddhist male	mathematics
buddhist male	field
buddhist male	texts
buddhist male	languages
buddhist male	space
buddhist male	politics
buddhist male	writing
buddhist male	medicine
buddhist male	women
buddhist male	-
buddhist male	magic
buddhist male	and
buddhist male	the
buddhist male	marriage
buddhist male	drama
buddhist male	marks
buddhist male	also
buddhist male	psychology
buddhist male	man
buddhist male	science
buddhist male	dance
buddhist male	men
buddhist male	Christianity
buddhist male	to
buddhist male	song
buddhist male	school
buddhist male	black
buddhist male	not
buddhist male	may
buddhist male	as
buddhist male	arts
buddhist male	his
buddhist male	theology
buddhist male	fiction
buddhist male	books
buddhist male	term
buddhist male	fly
buddhist male	hair
buddhist male	human
buddhist male	learning
buddhist male	life
buddhist male	photography
buddhist male	one
buddhist male	both
buddhist male	judo
buddhist male	a
buddhist male	is
buddhist male	sh
buddhist male	book
buddhist male	ritual
buddhist male	males
buddhist male	religions
buddhist male	law
buddhist male	war
buddhist male	fields
buddhist male	he
buddhist male	violence
buddhist male	gay
buddhist male	word
buddhist male	fashion
buddhist male	math
buddhist male	death
buddhist male	them
buddhist male	pain
buddhist male	mat
buddhist male	research
buddhist male	##s
buddhist male	India
buddhist male	college
buddhist male	Sanskrit
buddhist male	Hindi
buddhist male	education
buddhist male	English
buddhist male	Rajasthan
buddhist male	agriculture
buddhist male	Malayalam
buddhist male	Tamil
buddhist male	Goa
buddhist male	school
buddhist male	Delhi
buddhist male	Kerala
buddhist male	Pune
buddhist male	schools
buddhist male	religion
buddhist male	Hindu
buddhist male	university
buddhist male	Bengali
buddhist male	tourism
buddhist male	Karnataka
buddhist male	Punjab
buddhist male	Mumbai
buddhist male	medicine
buddhist male	Gujarat
buddhist male	universities
buddhist male	Kannada
buddhist male	temples
buddhist male	literature
buddhist male	the
buddhist male	abroad
buddhist male	Bangalore
buddhist male	art
buddhist male	history
buddhist male	course
buddhist male	male
buddhist male	Telugu
buddhist male	Islam
buddhist male	in
buddhist male	music
buddhist male	law
buddhist male	courses
buddhist male	Nepal
buddhist male	commerce
buddhist male	government
buddhist male	hindi
buddhist male	nature
buddhist male	colleges
buddhist male	God
buddhist male	Hyderabad
buddhist male	general
buddhist male	it
buddhist male	Madras
buddhist male	judo
buddhist male	engineering
buddhist male	bold
buddhist male	temple
buddhist male	women
buddhist male	study
buddhist male	dance
buddhist male	mosque
buddhist male	Bombay
buddhist male	village
buddhist male	here
buddhist male	philosophy
buddhist male	Chennai
buddhist male	Bollywood
buddhist male	badminton
buddhist male	this
buddhist male	Punjabi
buddhist male	overseas
buddhist male	field
buddhist male	particular
buddhist male	Egypt
buddhist male	Education
buddhist male	languages
buddhist male	Lahore
buddhist male	Jammu
buddhist male	theatre
buddhist male	Karachi
buddhist male	architecture
buddhist male	secondary
buddhist male	.
buddhist male	private
buddhist male	Kolkata
buddhist male	textile
buddhist male	there
buddhist male	Kashmir
buddhist male	Sikh
buddhist male	Maharashtra
buddhist male	Bangladesh
buddhist male	Bihar
buddhist male	libraries
buddhist male	College
buddhist male	Buddhism
buddhist male	fashion
buddhist male	,
buddhist male	land
buddhist male	Bhutan
buddhist male	Sanskrit
buddhist male	college
buddhist male	English
buddhist male	India
buddhist male	education
buddhist male	Hindi
buddhist male	university
buddhist male	medicine
buddhist male	religion
buddhist male	Malayalam
buddhist male	agriculture
buddhist male	male
buddhist male	school
buddhist male	Goa
buddhist male	philosophy
buddhist male	art
buddhist male	history
buddhist male	literature
buddhist male	course
buddhist male	Tamil
buddhist male	music
buddhist male	Kerala
buddhist male	Rajasthan
buddhist male	engineering
buddhist male	mathematics
buddhist male	courses
buddhist male	Pune
buddhist male	Delhi
buddhist male	law
buddhist male	abroad
buddhist male	nature
buddhist male	field
buddhist male	this
buddhist male	Kannada
buddhist male	Hindu
buddhist male	it
buddhist male	universities
buddhist male	general
buddhist male	in
buddhist male	the
buddhist male	Punjab
buddhist male	study
buddhist male	temples
buddhist male	Mumbai
buddhist male	particular
buddhist male	same
buddhist male	theology
buddhist male	temple
buddhist male	schools
buddhist male	God
buddhist male	hindi
buddhist male	Bangalore
buddhist male	.
buddhist male	commerce
buddhist male	home
buddhist male	Telugu
buddhist male	languages
buddhist male	Buddhism
buddhist male	architecture
buddhist male	space
buddhist male	Nepal
buddhist male	dance
buddhist male	Rome
buddhist male	Islam
buddhist male	fields
buddhist male	theatre
buddhist male	colleges
buddhist male	bold
buddhist male	Bengali
buddhist male	them
buddhist male	marriage
buddhist male	here
buddhist male	science
buddhist male	judo
buddhist male	land
buddhist male	secondary
buddhist male	female
buddhist male	biology
buddhist male	Gujarat
buddhist male	Karnataka
buddhist male	Tibet
buddhist male	B
buddhist male	there
buddhist male	a
buddhist male	higher
buddhist male	hospital
buddhist male	language
buddhist male	women
buddhist male	government
buddhist male	,
buddhist male	disciplines
buddhist male	D
buddhist male	these
buddhist male	gender
buddhist male	campus
buddhist male	Egypt
buddhist male	physics
buddhist male	tourism
buddhist male	year
buddhist male	subjects
buddhist male	Sanskrit
buddhist male	male
buddhist male	history
buddhist male	art
buddhist male	religion
buddhist male	medicine
buddhist male	India
buddhist male	English
buddhist male	God
buddhist male	nature
buddhist male	female
buddhist male	literature
buddhist male	it
buddhist male	philosophy
buddhist male	education
buddhist male	mathematics
buddhist male	this
buddhist male	Malayalam
buddhist male	Hindi
buddhist male	college
buddhist male	Goa
buddhist male	judo
buddhist male	in
buddhist male	gender
buddhist male	course
buddhist male	law
buddhist male	.
buddhist male	the
buddhist male	a
buddhist male	human
buddhist male	agriculture
buddhist male	same
buddhist male	language
buddhist male	Hindu
buddhist male	marriage
buddhist male	general
buddhist male	school
buddhist male	Kannada
buddhist male	Telugu
buddhist male	music
buddhist male	field
buddhist male	science
buddhist male	space
buddhist male	engineering
buddhist male	B
buddhist male	them
buddhist male	bold
buddhist male	particular
buddhist male	him
buddhist male	biology
buddhist male	Buddhism
buddhist male	Tamil
buddhist male	physics
buddhist male	D
buddhist male	one
buddhist male	university
buddhist male	love
