	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
988	Kashmiris	Apple traders	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
989	Kashmiris	Fair	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
990	Kacchis	Handicrafts	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
991	Japanese	Anime	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
992	Japanese	anime	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
993	Japanese	Technology	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
994	Jawans	Courageous	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
995	Jews	Traders	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		
996	Keralite	Highly educated	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
997	Kings	Smart	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
998	Koli men	Fishermen	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
999	Kolkata	Business persons	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1000	Konkani	Fishers	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1		
1001	Kerala	Hill station	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1002	Konkanis	Marathas	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1003	Korean	Fair skinned	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1004	Koreans	BTS	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1005	Kshatriyas	Soldiers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1006	Kshatriyas	Rulers	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1007	Keralites	Teachers	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1008	Japanese	Weird	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1009	Indians	Democracy	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1010	Indians	Speak accented english	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1011	Indian	Brown	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1012	Indians	Good at math	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1013	Indians	Patriotic	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1014	Indians	Religious	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1015	Indians	Dark skin	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0		
1016	Indians	Eat spicy	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1017	Indians	Cannot speak fluent English	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1018	Indians	Worship millions of god	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1019	Indians	always late	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1020	Indians	Illiterate	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1		
1021	Indians	Brave	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1022	Indians	Traditional	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
1023	Indians	Bookworms	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0		
1024	Indian	Poor	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1025	Indian	Dark skinned	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1026	Indians	Cannot speak good English	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1027	Indians	Speak Hindu	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1028	Indians	Jugaadu	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1029	Indians	Heavy Accent	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1030	Jains	Dont eat ginger garlic and onion	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1031	Jaats	Agressive	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1032	Gujjars	Agressive	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1033	Jains	Dont drink	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1034	Jains	Rich	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1035	Jains	Jewellers	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1036	Jains	Don’t kill even an ant	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1037	Jajpur	Boasters	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1038	Jaats	United	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1039	Jaat	Own lot of property	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1040	Gujjar	Own lot of property	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1041	Muslim	Terrorist	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1042	Jaat	Drunkards	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1043	Kshatriyas	Kings	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1044	Femininity	Dominant	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
1045	Marathas	Are great scholars	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1046	Marathas	Are rulers	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1047	Marathis	Hard work	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1048	Marathis	Seafood trading	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1049	Marathis	Civil Servant	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1050	Marathas	Politics	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1051	Marathas	Sivaji	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1052	Manali	Tourism	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1053	Manipur	Ching chong land	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1054	Male	Atheist	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1055	Male	Driver	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1056	North Indian	Athlete	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1057	Sikkimese	Buddhist	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1058	Maratha	Warrior	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
1059	Marathas	Religious	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1060	Married women	Veiled	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1061	Malvani	Fishers	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1062	Marwadis	Land lords	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1063	Marwadis	Rich businessmen	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1064	Marwadi	Traditional	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1065	Marwadis	Sellers	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1066	Marwadis	Cunning	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1067	Marwadis	Trade	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1068	Marwadis	Good in money and business	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1069	Marwadis	Baniya	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1070	Marwadis	Footwear trades	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1071	Marwadis	Good in business	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1072	Marwadi	Cultured	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1073	Marwadi	Grocery store owners	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1074	Marwadis	Zamindars	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1075	Marwadis	Stingy	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1076	Marwadis	Business	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
1077	Marwadi women	Veiled	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1078	Man	Strong and rational	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1079	Lower class	Uneducated	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1080	Madiga	Poor	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1081	Maharashtrian	Housemaid(Bai)	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1082	Maharashtra	All rounder	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1083	Maharashtrian	Job	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1084	Maharashtrian	Mixed culture	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1085	Lower caste	untouchable and filthy	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1086	Lower Caste	Cleaners	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1087	Italians	Good lovers	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
1088	LGBTQ	Cursed	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1089	Female	Housewives	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1090	Males	Dont cry	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1091	Male	Carpenter	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1092	Male	Businessman	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1093	Male	Strong	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1094	Male	Dominant	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1095	Male	Pilot	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1096	Male	Athletic	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1097	Males	Strong	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1098	Male	Athletic	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1		
1099	Lower class person	Low ranking work positions	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1100	Males	Superior than Females	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1101	Malayali	Enthusiastic	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1102	Maharashtrians	Mixed culture	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1103	Maharashtrians	Social	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0		
1104	Maharashtrians	Tiffin makers	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1		
1105	Lower caste	Maid	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1		
1106	Indian	Bad at speaking English	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1107	Female	Favourite colour is pink.	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1108	Female	Sophisticated	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1109	Female	Love pink	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1110	Female	Are Shy people	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1111	Female	Should not talk more	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1112	Female	Daughter	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1113	Female	Always have to marry and have to go to another house	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1114	Female	Can't step out of the house after a time	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1115	Female	Less educated	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1116	Female	Should not drive	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1117	Female	Should do only housework	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1118	Female	Better at language	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1119	Female	Cannot like action movies	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1120	Female	Should not work outside home	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1121	Female	Beauty conscious	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1122	Female	Not good at maths	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1123	Female	Early marriage	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0		
1124	Female	Earlier marriage	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1125	Female	Clothing	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1126	Female	Should stay at home	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1127	Gollas	Sheepermen	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1128	Goonlas	Fishermen	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1129	Government servants	Don't work	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1130	Female	Good at schoolwork	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1131	Female	Patient	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1132	Female	Should wear dresses	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1133	Female	Can not do night jobs	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1134	Female	Like flowers	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1135	Girls with periods	Inauspicious	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1136	Female	Should marry early	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1137	Female	Can't do well in technical fields	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1138	Asian	Genius	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
1139	Gay	Non-athletic	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1140	Foreign education	Is better than our education systems	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1141	Germans	Industrial	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1142	Female	Physically weak	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1143	Female	Traditional	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1144	Female	Hot	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1145	Female	Meant to be teachers	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1146	Female	Weak emotionally	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1		
1147	Female	Thin	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1148	Female	Weak	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1149	Female	Pretty	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1150	Female	Homemakers	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1151	Female	Good Chefs	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1152	Germans	Drink a lot of beer	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1		
1153	Female	Always sulk	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1154	Female	Cute	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1155	Female	Should not have Education	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1156	Female	Make up	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1157	Grey hair	Old people	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1158	Guardians	Responsible	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
1159	Hindus	Vegetarian	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1160	Hindus	Realistic	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1161	Hindus	Business persons	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
1162	Hindus	Extremists	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1163	Hindus	Traders	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
1164	Hindus	Brahmins	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1165	Hindus	Job	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1166	Hindus	Terrorist	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1167	Hindus	Sanatana Dharma	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1168	Hindus	Not Uncivilised	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1169	Hindus	Not traders	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
1170	Hindus	Sanaton dharma	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1171	Hindus	Jobs	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1		
1172	Hindus	Traditional	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1173	Hindus	American education	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1174	Hindus	Cultural	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
1175	Hindus	Do not go in masjid	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1176	Hindus	Do not go in church	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1177	Hindu	Vegetarian	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1178	Hindu	Nationalist	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1179	India	Poor	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1180	Independent women	Opinianated	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0		
1181	India	Is warm and welcoming country	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1182	India	Exploitation of workers	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1183	Hindus	Sanatan dharm	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1184	Indian	Head wobbles	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1185	Female	Homemaker	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1186	Female	Housework	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1187	Female	Housework	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1188	Female	Housework	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1189	Hindus	Can't go to masjid	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1190	Hindu	Religious	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1191	Gujrati	Eat sweet food	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1192	Gujrati	Sweet people	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1193	Gujrati	Clothes traders	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0		
1194	Gujrati	Businessmen	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		
1195	Gujrati	Marketing people and businessmen	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1196	Gujrati	Money minded	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0		
1197	Gujrati	Businessmen	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1198	Gujrati	Business	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1199	Gujrati	Foodie	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1200	Gujrati	Business	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1201	Hindus	Can't go to pakistan	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1202	Gujarati	Money people	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1203	Gujarati	Entrepreneurs	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1204	Gujarati	are miser	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1205	Gujarati	Best in Business	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1206	Gujarati	Merchants	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1207	Gujarati	Industrialists	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1208	Gujarati	Rich business man	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1209	Gujarati	money-minded	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1210	Gujarati	Traditional	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1211	Haryanvi	Gangster	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1212	Haryanvi	Illiterate	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1213	Higher class	Educated	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1214	Hindu	Devotional	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1215	Hindu	Gita	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1216	Harijans	Untouchables	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1217	Bada Pila	Half saree ceremony	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0		
1218	Half sareemony	Trade	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0		
1219	Gujaratis	Vegetarians	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		
1220	Gujaratis	Rich	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1221	Gujaratis	Business-minded People	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		
1222	Gujaratis	Money minded	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0		
1223	Gujuratis	Builders	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		
1224	Gupta	traders	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		
1225	Gynaecologist	Female	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0		
1226	Bada Pila	Half saree ceremony	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0		
1227	Biharis	collector	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0		
1228	Female	Cooking	5	0	0	0	0	0	0	3	2	0	3	3	0	0	1	5	0	0	0	0	0		
1229	Female	Housewives	5	0	0	0	0	1	0	4	0	0	5	4	0	0	1	4	0	0	0	0	0		
1230	Astrologers	Pandit	4	0	0	0	0	0	0	4	0	0	4	0	0	0	4	0	4	0	0	0	0		
1231	Jaat	Violent	4	0	0	0	0	0	0	3	1	0	3	3	0	0	1	3	0	0	0	0	0		
