"Identity","Attribute","Total","West Suburban","West Urban","South Suburban","South Urban","East Suburban","East Urban","North Suburban","North Urban","Female","Male","General Category","Scheduled Castes","Scheduled Tribes","Other Backward Classes","Hindu","Muslim","Jain","Sikh","Buddhist","Christian","",""
"Other backward class people","Untouchable","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Overweight person","unmarried","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Pahadis","Momos","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Old lady","Bully","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","poor ","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Boys","Do not cry","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","",""
"Lower caste","public transport driver","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Punjabi","Having restaurant","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Drink","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjab","Drugs","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","",""
"Punjab","Punjabi dance","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","",""
"Protestants","Hardworking","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Poor people","Less intelligent","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Poor people","Unhappy","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Non-vegetarian","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Punjabi","NRIs","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Garage works","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Outspoken","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Do not beg","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Punjabi","Drinks a lot","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Punjabi","Army","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","",""
"Punjabi","Always non vegetarian","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","",""
"Punjabi","Cooking","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Punjabi","Eat only non-veg","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Punjabi","Famers","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Punjabi","Skilled","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Punjabi","Owning a truck","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","",""
"Punjabi","Food","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Politician","Corrupt","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Politicians","Selfish","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Small town Indian","illiterate","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Rural Indians","Ill-mannered","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Chinese","Tall and beautiful","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Rural Indians","poor","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","",""
"Keralities","Educated","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Pardhi","Thief","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Pandit","pray","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Menstruating women","impure","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Politicians","Education not needed","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Politicians","Liars","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Politicians","Cheaters","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","",""
"Politicians","Corruption","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","",""
"Politician","Corrupt","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","",""
"Police","Arrogant","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Pink colour","Female","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","",""
"Pink colour","Is only for girls","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Pink","Feminine","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Male","Physical labor","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Disabled person","Inferior","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","",""
"Women","Conservative clothing","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Uttar Pradeshis, Biharis","Must be ips, collector","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odisha","Poor","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mizos","Are jhum cultivators","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mochi","Shoemaker","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","",""
"Most doctors","Males","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Most Girls","Mentally strong","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","Runs the family","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Are better cook than females","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Men","Do not do household work","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Men","are not emotional.","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Are arrogant","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Men's","Emotionless","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Muslim","Black magician","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Muslim cheliya","Restaurants","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Muslim women","Oppressed","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Muslims","Chicken vendor","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Muslims","Traders","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Cow killing","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Music","Stress booster","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Mumbaikars","Television working","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mumbai","Workaholic culture","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Most female","Are empowered","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mother","Responsibile for children's mistake","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mother","House wife","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mothers","Strict","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Mothers","Talented","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Mountain women","Pretty","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Businessesmen","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Men","Emotionless","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","Pink","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","Irrational","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Not nurse","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Self sufficiency","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Men","Makeup/jewellery","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","Worker","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Pilots","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Job","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Bread winner","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Don’t cry","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Working","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Medharis","Seamstress","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Meditation","Superstition","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Men","Never Cries","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Men","Have more power than women","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Scientists","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","aggressive","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Authority","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Businessmen","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Men","Should play with cars only","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Men","Should not do child bearing","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Are assertive","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Backbone","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Dominating","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Engineer","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","",""
"Men","Cheaters","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","Don't feel pain","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Patriarchal","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Men","Can’t cook","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Men","To look after family","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Military","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Men","Leader","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","House head","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","",""
"Men","Can’t cry","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Protecters","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Men","Bread-Butter Earner","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"OBC","Farmers","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Obc","Low caste","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"North east","Chinese","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","take afternoon naps.","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Nurses","Why should only women should be nurses and not boys","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Not fluent in English","Implies you are an illiterate","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"North east","Chinkis","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","",""
"North eastern","Chinese","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"North indians","Hardworking","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"North indians","Traditional costume","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"North indians","Philosophical","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"North-east Indians","Nepalese or Chinese","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Not able to mother","Banjuni","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","",""
"Odia","Lord Jagannath","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Culture lovers","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia boys","Unemployed","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia festivals","Very amazing","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia girl","Hard working","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia girls","Always smile","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia grandparents","Religious","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia old men","Knowledgeable","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia old woman","Good Cook","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia people","too much shy in nature","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia teachers","Very sensiour","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia","Foody","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Odia","Dahibara","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","eat only pakhala","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Chakuli Pitha","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Dahi vada","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Traditional","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"North east","Are not part of India","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"North east","Are Chinese","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Muslims","Mehendi","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Muslims","Burkha","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Muslims","Quran","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
